BreedingSite,Site_code,LU,Round,Season,Latitude,Longitude,Date_time,Water_temp,Air_temp,Humidity,Wind,Weather,Dimensions,dim1,dim2,Dimension,Dimension_cat,Habitat_class,Habitat_description,Current,WaterReservoir_material,BottomLayer,BottomLayer_cat,BottomLayer_cat2,BottomLayer_Leaves,BottomLayer_Mud,BottomLayer_Rocks/gravels,BottomLayer_Other,Depth,Edges,Turbidity,Pollution,Pollution_cat,Pollution_cat2,Pollution_Plastic/rubbish,Pollution_debris,Pollution_oil,Pollution_AnimalFaeces,Pollution_other,Water_colour,Shading,LandUse_village,LandUse_plantations,LandUse_fields,LandUse_forest,LandUse_fields_cassava,LandUse_fields_rice,LandUse_fields_vacant,LandUse_plantations_cashew,LandUse_plantations_rubber,LandUse_plantations_banana,Vegetation,Vegetation_cat,Vegetation_cat2,Vegetation_submerged,Vegetation_emerged,Vegetation_floating,Vegetation_algae,VegetationSurface,Predators,Predators_cat,Predators_cat2,Predators_Coleoptera,Predators_Hemiptera,Predators_Odonata,Predators_Crustacean,Predators_MsqLarvae,Predators_Fish,Predators_other,Predators_Coleoptera_Dysticidae,Predators_Coleoptera_Hydrophilidae,Predators_Hemiptera_Notonectae,Predators_Hemiptera_Corixidae,Predators_Hemiptera_Nepidae,Predators_Hemiptera_unidentified,Predators_Hemiptera_other,Predators_Odonata_Dragonflies,Predators_Odonata_Damselflies,Predators_Odonata_unidentified,Predators_Odonata_other,Predators_Crustacean_Cyclopoids,Predators_MsqLarvae_Toxorynchites,Predators_other_1,Animals,Animals_amphibian,Animals_domestic,Animals_other,VisiblePeople,Remarks,Mosquito,Unidentified,NonAnopheles,NonAnopheles_genus,NonAnopheles_genus2,Aedes,Armigeres,Culex,Malaya,Tripteroides,Anopheles,Anopheles_SppNb,Anopheles_barbirostris,Anopheles_hyrcanus,Anopheles_indefinitus,Anopheles_jamesii,Anopheles_kochi,Anopheles_maculatus,Anopheles_nivipes,Anopheles_philippinensis,Anopheles_pyretophorus,Anopheles_subpictus,Anopheles_unidentified,Anopheles_vagus
V05-G006,V05,village,1,Rainy,12.1886357,106.8429609,29/10/2019 10:05,31.8,37.1,54.7,Medium,Sunny,53*17,53,17,901,Small,Stagnant temporary water bodies,Road tracks,NA,NA,Yes,Mud,Mud,No,Yes,No,No,Shallow,Shallow,High,No,None,None,No,No,No,No,No,Brown,None,Yes,No,Yes,No,NA,NA,NA,NA,NA,NA,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,None,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V06-G005,V06,village,1,Rainy,12.1808933,106.874812,01/11/2019 10:15,32.5,36.3,71.7,No,Cloudy,127*4,127,4,508,Small,Stagnant temporary water bodies,Puddles and ditches,NA,NA,Yes,Mud,Mud,No,Yes,No,No,Shallow,Shallow,High,No,None,None,No,No,No,No,No,Brown,None,Yes,No,Yes,No,NA,NA,NA,NA,NA,NA,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Few,no larvae but close to transect and is very similar to puddles next to SCR and containing msq larvae,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIH02-G001,FIH02,fields,2,Dry,12.152932,106.8521479,29/01/2020 12:34,23,37.2,34.7,Little,Sunny,750*400,750,400,300000,Large,(Semi)-permanent natural water bodies,Ponds,NA,NA,Yes,Mud,Mud,No,Yes,No,No,Deep,Shallow,Medium,No,None,None,No,No,No,No,No,Brown,Partial,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Gerris,No,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIL01-G065,FIL01,fields,4,Rainy,12.1917618,106.8050239,06/08/2020 11:12,30.2,29.6,84.2,Little,Cloudy,82*12,82,12,984,Small,Natural containers,Tree holes,NA,NA,Yes,Mud,Mud,No,Yes,No,No,Shallow,Shallow,None,No,None,None,No,No,No,No,No,Transparent,None,No,Yes,No,No,Yes,No,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Fallen tree,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIL01-G069,FIL01,fields,4,Rainy,12.1915393,106.8050955,06/08/2020 11:38,29.6,27.7,77.9,Little,Cloudy,58*10,58,10,580,Small,Natural containers,Tree holes,NA,NA,Yes,Mud,Mud,No,Yes,No,No,Shallow,Shallow,None,No,None,None,No,No,No,No,No,Transparent,None,No,Yes,No,No,Yes,No,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIL03-G028,FIL03,plantations,4,Rainy,12.17927,106.9163787,30/07/2020 12:52,28.5,31,75.1,No,Cloudy,10*10,10,10,100,VerySmall,Natural containers,Bamboo holes,NA,NA,Yes,Mud,Mud,No,Yes,No,No,Deep,Abrupt,Little,No,None,None,No,No,No,No,No,Brown,Complete,No,No,Yes,No,No,No,No,Yes,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Bamboo next to g30  Larvae not anopheles,unidentified as mixed with others",0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIL03-G029,FIL03,plantations,4,Rainy,12.17927,106.9163787,30/07/2020 12:41,28.2,31.3,74.2,No,Cloudy,7*7,7,7,49,VerySmall,Natural containers,Bamboo holes,NA,NA,Yes,Mud,Mud,No,Yes,No,No,Deep,Abrupt,Little,No,None,None,No,No,No,No,No,Brown,Complete,No,No,Yes,No,No,No,No,Yes,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Hors transect  Bamboo next to g030  Larvae not anopheles, not identified as mixed with other sites",0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIL03-G033,FIL03,plantations,4,Rainy,12.1789263,106.9170591,30/07/2020 13:05,31,33.2,74.1,No,Cloudy,120*30,120,30,3600,Medium,Stagnant temporary water bodies,Road tracks,NA,NA,Yes,Mud,Mud,No,Yes,No,No,Shallow,Shallow,High,No,None,None,No,No,No,No,No,Brown,Complete,No,No,Yes,No,No,No,No,Yes,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Road track puddle from last year,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOH02-G068,FOH02,forest,4,Rainy,12.23711111,106.8772778,03/08/2020 10:28,25,25.8,NA,No,Rainy,3*2,3,2,6,VerySmall,Natural containers,Tree holes,NA,NA,Yes,Mud,Mud,No,Yes,No,No,Shallow,Abrupt,Little,No,None,None,No,No,No,No,No,Brown,Complete,No,No,No,Yes,No,No,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,140 cm from ground,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V05-G063,V05,village,4,Rainy,12.1886186,106.8422445,10/08/2020 09:58,28.3,31.9,68.8,Little,Cloudy,125*26,125,26,3250,Medium,Stagnant temporary water bodies,Road tracks,NA,NA,Yes,Mud,Mud,No,Yes,No,No,Shallow,Shallow,High,No,None,None,No,No,No,No,No,Brown,Complete,Yes,No,No,No,No,No,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V05-G065,V05,village,4,Rainy,12.1886683,106.842633,10/08/2020 11:00,33.2,34.1,68.6,Little,Sunny,16*5,16,5,80,VerySmall,Artificial containers,Glass bottle,NA,NA,Yes,Mud,Mud,No,Yes,No,No,Shallow,Shallow,None,No,None,None,No,No,No,No,No,Transparent,None,Yes,Yes,No,No,No,Yes,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V06-G032,V06,village,4,Rainy,12.1811467,106.8743104,07/08/2020 09:18,27.5,29.8,83.1,No,Cloudy,4*3,4,3,12,VerySmall,Natural containers,Snail shell,NA,NA,Yes,Mud,Mud,No,Yes,No,No,Shallow,Shallow,High,No,None,None,No,No,No,No,No,Black,Partial,Yes,No,No,No,No,No,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Few,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V06-G061,V06,village,4,Rainy,12.18141667,106.8757222,07/08/2020 09:00,31,26.4,NA,No,Cloudy,2.8*2.8,2.8,2.8,7.84,VerySmall,Artificial containers,Pots,NA,NA,Yes,Mud,Mud,No,Yes,No,No,Shallow,Abrupt,None,No,None,None,No,No,No,No,No,Transparent,None,Yes,No,No,No,No,No,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V06-G062,V06,village,4,Rainy,12.18141667,106.8756389,07/08/2020 09:07,25.3,28,NA,No,Cloudy,23*6,23.6,6,141.6,Small,Artificial containers,"Plastic, plastic bottle, rubbish",NA,NA,Yes,Mud,Mud,No,Yes,No,No,Shallow,Shallow,Little,No,None,None,No,No,No,No,No,Brown,Complete,Yes,No,No,No,No,No,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Few,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V06-G066,V06,village,4,Rainy,12.18136111,106.8753889,07/08/2020 09:36,28.5,28.5,NA,No,Cloudy,18*4,18,4,72,VerySmall,Artificial containers,Other,NA,NA,Yes,Mud,Mud,No,Yes,No,No,Deep,Abrupt,Little,No,None,None,No,No,No,No,No,Brown,None,No,No,No,No,No,No,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Few,Pupal skin in the container,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V05-G001,V05,village,1,Rainy,12.1885565,106.8425015,29/10/2019 09:02,31.2,32.1,57.3,Little,Sunny,50*144,50,144,7200,Medium,Stagnant temporary water bodies,Road tracks,NA,NA,Yes,Mud,Mud-rocks,No,Yes,Yes,No,Shallow,Shallow,High,No,None,None,No,No,No,No,No,Brown,None,Yes,No,No,No,NA,NA,NA,NA,NA,NA,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Few,None,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIH03-G011,FIH03,fields,1,Rainy,12.1769619,106.8717643,01/11/2019 14:50,29.3,34.4,55.4,No,Sunny,140*140,140,140,19600,Medium,Artificial containers,Well,NA,NA,Yes,None,None,No,No,No,Unknown,Deep,Abrupt,None,No,None,None,No,No,No,No,No,Transparent,Partial,No,No,Yes,No,NA,NA,NA,NA,NA,NA,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Few,Well between rice field and houses,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL01-G002,PL01,plantations,1,Rainy,12.1851247,106.7733493,02/11/2019 09:57,28.2,28.2,90.9,No,Cloudy,23*4,23,4,92,VerySmall,Natural containers,Leaves dropped on the floor,NA,NA,No,None,None,No,No,No,No,Shallow,Shallow,None,No,None,None,No,No,No,No,No,Transparent,Complete,No,Yes,No,No,NA,NA,NA,NA,NA,NA,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,None,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL04-G002,PL04,plantations,1,Rainy,12.1743316,106.8749603,01/11/2019 13:20,34.9,36.1,58.5,Little,Sunny,0.5*2,0.5,2,1,VerySmall,Natural containers,Plants' axils and leaves,NA,NA,No,None,None,No,No,No,No,Shallow,Abrupt,None,No,None,None,No,No,No,No,No,Transparent,Partial,No,Yes,No,No,NA,NA,NA,NA,NA,NA,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Banana (8),0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIH03-G011,FIH03,fields,2,Dry,12.176984,106.8718908,08/02/2020 17:48,24.6,28.8,58.8,Medium,Sunny,100*100,100,100,10000,Medium,Artificial containers,Basins and pits,NA,NA,No,None,None,No,No,No,No,Deep,Abrupt,Little,No,None,None,No,No,No,No,No,Grey,Partial,No,Yes,No,No,No,Yes,Yes,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Few,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V06-G004,V06,village,2,Dry,12.1813857,106.875294,09/02/2020 11:51,26.2,32.7,38.8,Medium,Cloudy,70*70,70,70,4900,Medium,Artificial containers,Water reservoir,NA,Clay,No,None,None,No,No,No,No,Deep,Abrupt,None,No,None,None,No,No,No,No,No,Transparent,Partial,Yes,No,No,No,No,No,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Few,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V06-G006,V06,village,2,Dry,12.1813061,106.8747809,09/02/2020 11:59,24.7,33,48.6,Medium,Cloudy,90*90,90,90,8100,Medium,Artificial containers,Water reservoir,NA,Clay,No,None,None,No,No,No,No,Deep,Abrupt,None,No,None,None,No,No,No,No,No,Transparent,Partial,Yes,No,No,No,No,No,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIH02-G030,FIH02,fields,4,Rainy,12.152621,106.8528822,11/08/2020 08:27,28.2,31.7,72,Little,Cloudy,21*10,21,10,210,Small,Artificial containers,"Plastic, plastic bottle, rubbish",NA,NA,No,None,None,No,No,No,No,Shallow,Abrupt,None,No,None,None,No,No,No,No,No,Transparent,Partial,No,Yes,No,No,Yes,No,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIH03-G060,FIH03,fields,4,Rainy,12.1771366,106.8719134,31/07/2020 09:15,25.7,27,97,No,Rainy,3*2,3,2,6,VerySmall,Natural containers,Plants' axils and leaves,NA,NA,No,None,None,No,No,No,No,Shallow,Abrupt,None,No,None,None,No,No,No,No,No,Transparent,Complete,No,Yes,No,No,No,Yes,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Banana axil,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIL01-G033,FIL01,fields,4,Rainy,12.19255556,106.8061667,06/08/2020 10:28,28.8,29,88.7,Little,Cloudy,3*5,3,5,15,VerySmall,Natural containers,Plants' axils and leaves,NA,NA,No,None,None,No,No,No,No,Shallow,Shallow,None,No,None,None,No,No,No,No,No,Transparent,Partial,No,Yes,No,No,Yes,No,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIL01-G034,FIL01,fields,4,Rainy,12.19275,106.8062222,06/08/2020 10:46,28.3,29.2,90.9,Little,Cloudy,7*5,7,5,35,VerySmall,Natural containers,Plants' axils and leaves,NA,NA,No,None,None,No,No,No,No,Shallow,Shallow,None,No,None,None,No,No,No,No,No,Transparent,Partial,No,Yes,No,No,Yes,No,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIL01-G035,FIL01,fields,4,Rainy,12.19261111,106.80625,06/08/2020 10:55,27,29.8,86.6,Medium,Cloudy,6*8,6,8,48,VerySmall,Natural containers,Plants' axils and leaves,NA,NA,No,None,None,No,No,No,No,Shallow,Shallow,None,No,None,None,No,No,No,No,No,Transparent,Partial,No,Yes,No,No,Yes,No,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIL01-G039,FIL01,fields,4,Rainy,12.19261111,106.80625,06/08/2020 11:53,28.2,28.5,86.9,Medium,Rainy,21*5,21,5,105,Small,Natural containers,Tree holes,NA,NA,No,None,None,No,No,No,No,Shallow,Shallow,None,No,None,None,No,No,No,No,No,Transparent,None,No,Yes,No,No,Yes,No,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIL01-G040,FIL01,fields,4,Rainy,12.19261111,106.80625,06/08/2020 11:59,28.2,28.9,89.7,Little,Rainy,23*5,23,5,115,Small,Natural containers,Tree holes,NA,NA,No,None,None,No,No,No,No,Shallow,Shallow,None,No,None,None,No,No,No,No,No,Transparent,None,No,Yes,No,No,Yes,No,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIL01-G043,FIL01,fields,4,Rainy,12.19261111,106.80625,06/08/2020 12:16,28.2,27.7,93,Medium,Rainy,46*4,46,4,184,Small,Natural containers,Tree holes,NA,NA,No,None,None,No,No,No,No,Shallow,Shallow,None,No,None,None,No,No,No,No,No,Transparent,None,No,Yes,No,No,Yes,No,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIL01-G060,FIL01,fields,4,Rainy,12.192504,106.806204,06/08/2020 10:08,27.7,27.8,NA,Little,Cloudy,5*2,5,2,10,VerySmall,Natural containers,Plants' axils and leaves,NA,NA,No,None,None,No,No,No,No,Shallow,Abrupt,None,No,None,None,No,No,No,No,No,Transparent,Partial,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Hors transect,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIL01-G061,FIL01,fields,4,Rainy,12.1926922,106.8061776,06/08/2020 10:16,27.6,28,NA,Little,Cloudy,4*1.5,4,1.5,6,VerySmall,Natural containers,Leaves dropped on the floor,NA,NA,No,None,None,No,No,No,No,Shallow,Shallow,None,No,None,None,No,No,No,No,No,Brown,Complete,No,Yes,No,No,Yes,No,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIL01-G062,FIL01,fields,4,Rainy,12.1926602,106.8061645,06/08/2020 10:21,27.3,28.5,NA,Little,Cloudy,3*2,3,2,6,VerySmall,Natural containers,Plants' axils and leaves,NA,NA,No,None,None,No,No,No,No,Shallow,Abrupt,None,No,None,None,No,No,No,No,No,Transparent,Partial,No,Yes,No,No,Yes,No,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Grouped water from several banana axils,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIL01-G064,FIL01,fields,4,Rainy,12.1928814,106.8061924,06/08/2020 10:47,27,29.2,NA,Little,Cloudy,6*3,6,3,18,VerySmall,Natural containers,Plants' axils and leaves,NA,NA,No,None,None,No,No,No,No,Shallow,Abrupt,None,No,None,None,No,No,No,No,No,Transparent,Partial,No,Yes,No,No,Yes,No,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Grouped several banana axils samples,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIL03-G032,FIL03,plantations,4,Rainy,12.1796588,106.9170746,30/07/2020 13:13,29.4,31.4,82.8,Little,Cloudy,60*30,60,30,1800,Small,Stagnant temporary water bodies,Puddles and ditches,NA,NA,No,None,None,No,No,No,No,Shallow,Shallow,Medium,No,None,None,No,No,No,No,No,White,None,No,No,Yes,No,No,No,No,Yes,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOH02-G032,FOH02,forest,4,Rainy,12.2371825,106.877132,03/08/2020 11:28,25.9,26.6,99.9,No,Rainy,9*9,9,9,81,VerySmall,Artificial containers,"Plastic, plastic bottle, rubbish",NA,NA,No,None,None,No,No,No,No,Shallow,Abrupt,Little,No,None,None,No,No,No,No,No,Transparent,Partial,No,No,No,Yes,No,No,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOH02-G065,FOH02,forest,4,Rainy,12.2368554,106.8773325,03/08/2020 10:07,25.7,27.4,99.9,Little,Cloudy,9*9,9,9,81,VerySmall,Artificial containers,"Plastic, plastic bottle, rubbish",NA,NA,No,None,None,No,No,No,No,Shallow,Abrupt,Medium,No,None,None,No,No,No,No,No,Transparent,None,No,No,No,Yes,No,No,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Few,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOH02-G070,FOH02,forest,4,Rainy,12.23763889,106.8772222,03/08/2020 11:13,24.6,26.2,NA,No,Rainy,6*5,6,5,30,VerySmall,Natural containers,Tree holes,NA,NA,No,None,None,No,No,No,No,Shallow,Abrupt,Little,No,None,None,No,No,No,No,No,Brown,Complete,No,No,No,Yes,No,No,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Transect west comme l an dernier, bloques par chablis",0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOL01-G031,FOL01,forest,4,Rainy,12.2238769,106.8622036,03/08/2020 13:32,28,31.5,90.4,Little,Rainy,60*17,60,17,1020,Small,Natural containers,Tree holes,NA,NA,No,None,None,No,No,No,No,Shallow,Shallow,Little,No,None,None,No,No,No,No,No,Transparent,Partial,No,No,No,Yes,No,No,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOL01-G032,FOL01,forest,4,Rainy,12.2238748,106.8621462,03/08/2020 13:52,24.7,32.6,99.403,Little,Cloudy,10*10,10,10,100,VerySmall,Artificial containers,"Plastic, plastic bottle, rubbish",NA,NA,No,None,None,No,No,No,No,Shallow,Shallow,Little,No,None,None,No,No,No,No,No,Transparent,Partial,No,No,No,Yes,No,No,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOL01-G033,FOL01,forest,4,Rainy,12.2238776,106.8620699,03/08/2020 14:01,28.9,31.4,95.8,Little,Cloudy,9*9,9,9,81,VerySmall,Artificial containers,"Plastic, plastic bottle, rubbish",NA,NA,No,None,None,No,No,No,No,Shallow,Abrupt,Little,No,None,None,No,No,No,No,No,Brown,Partial,No,No,No,Yes,No,No,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
