ID,COUNTRY_NAME,ISO2,ADMIN1,ADMIN2,SITE_NAME,SITE_CODE,LATITUDE,LONGITUDE,TEST_TYPE,INSECTICIDE_CLASS,INSECTICIDE_CONC,INSECTICIDE_INTENSITY,INSECTICIDE_TYPE,YEAR_START,VECTOR_SPECIES,STAGE_ORIGIN,MOSQUITO_NUMBER,TIME_HOLDING_POSTEXPOSURE,MORTALITY_ADJUSTED,RESISTANCE_INTENSITY,DATA_SOURCE,CITATION,CITATION_URL,DATA_CURATOR
IR000051184,Mali,ML,Mopti,Bandiagara,Bandiagara,IRML4,14.348948,-3.609117,"CDC bottle bioassay, adults",Pyrethroids,62.5µg,5,Deltamethrin,2016,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,undefined,87,Moderate to high intensity,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051187,Mali,ML,Mopti,Bandiagara,Bandiagara,IRML4,14.348948,-3.609117,"CDC bottle bioassay, adults",Pyrethroids,62.5µg,5,Deltamethrin,2017,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,undefined,69,Moderate to high intensity,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000050693,Democratic Republic of the Congo,CD,Tshopo,Makiso-Kisangani,Kabondo,IRCD6,0.51306,25.217662,WHO tube test,Pyrethroids,3.75%,5,Permethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,undefined,100,Low intensity,Institute National de Recherche Biomédicale (INRB),Wat’senga et al. (2020) Intensity of pyrethroid resistance in Anopheles gambiae before and after a mass distribution of insecticide-treated nets in Kinshasa and in 11 provinces of the Democratic Republic of Congo. Malar J. 2020; 19: 169,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7193383/,World Health Organization
IR000050699,Democratic Republic of the Congo,CD,Haut Katanga,Kambove,Kapolowe,IRCD9,-10.934159,26.953514,WHO tube test,Pyrethroids,3.75%,5,Permethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,undefined,100,Low intensity,Institute National de Recherche Biomédicale (INRB),Wat’senga et al. (2020) Intensity of pyrethroid resistance in Anopheles gambiae before and after a mass distribution of insecticide-treated nets in Kinshasa and in 11 provinces of the Democratic Republic of Congo. Malar J. 2020; 19: 169,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7193383/,World Health Organization
IR000050701,Democratic Republic of the Congo,CD,Kinshasa,Ndjili,Kingasani,IRCD19,-4.404957,15.371885,WHO tube test,Pyrethroids,0.05%,1,Deltamethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,undefined,78,N/A,Institute National de Recherche Biomédicale (INRB),Wat’senga et al. (2020) Intensity of pyrethroid resistance in Anopheles gambiae before and after a mass distribution of insecticide-treated nets in Kinshasa and in 11 provinces of the Democratic Republic of Congo. Malar J. 2020; 19: 169,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7193383/,World Health Organization
IR000050670,Democratic Republic of the Congo,CD,Kinshasa,Ndjili,Kingasani,IRCD19,-4.404957,15.371885,WHO tube test,Pyrethroids,7.50%,10,Permethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,undefined,97,High intensity,Institute National de Recherche Biomédicale (INRB),Wat’senga et al. (2020) Intensity of pyrethroid resistance in Anopheles gambiae before and after a mass distribution of insecticide-treated nets in Kinshasa and in 11 provinces of the Democratic Republic of Congo. Malar J. 2020; 19: 169,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7193383/,World Health Organization
IR000050690,Democratic Republic of the Congo,CD,Kasai Central,Mikalayi,Mikalayi,IRCD24,-6.025361,22.319498,WHO tube test,Pyrethroids,3.75%,5,Permethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,undefined,97,Moderate to high intensity,Institute National de Recherche Biomédicale (INRB),Wat’senga et al. (2020) Intensity of pyrethroid resistance in Anopheles gambiae before and after a mass distribution of insecticide-treated nets in Kinshasa and in 11 provinces of the Democratic Republic of Congo. Malar J. 2020; 19: 169,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7193383/,World Health Organization
IR000050694,Democratic Republic of the Congo,CD,Tshopo,Makiso-Kisangani,Kabondo,IRCD6,0.51306,25.217662,WHO tube test,Pyrethroids,7.50%,10,Permethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,undefined,100,Low intensity,Institute National de Recherche Biomédicale (INRB),Wat’senga et al. (2020) Intensity of pyrethroid resistance in Anopheles gambiae before and after a mass distribution of insecticide-treated nets in Kinshasa and in 11 provinces of the Democratic Republic of Congo. Malar J. 2020; 19: 169,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7193383/,World Health Organization
IR000050695,Democratic Republic of the Congo,CD,Ituri,Mambasa,Pawa,IRCD27,0.632119,28.46606,WHO tube test,Pyrethroids,0.75%,1,Permethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,undefined,27,N/A,Institute National de Recherche Biomédicale (INRB),Wat’senga et al. (2020) Intensity of pyrethroid resistance in Anopheles gambiae before and after a mass distribution of insecticide-treated nets in Kinshasa and in 11 provinces of the Democratic Republic of Congo. Malar J. 2020; 19: 169,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7193383/,World Health Organization
IR000050514,Democratic Republic of the Congo,CD,Kongo Central,Masa,Kasangulu,IRCD11,-4.5888,15.1668,"CDC bottle bioassay, adults",Pyrethroids,215µg,10,Permethrin,2016,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,undefined,99,Low intensity,Institute National de Recherche Biomédicale (INRB),Wat’senga et al. (2020) Intensity of pyrethroid resistance in Anopheles gambiae before and after a mass distribution of insecticide-treated nets in Kinshasa and in 11 provinces of the Democratic Republic of Congo. Malar J. 2020; 19: 169,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7193383/,World Health Organization
IR000050515,Democratic Republic of the Congo,CD,Kinshasa,Ndjili,Kingasani,IRCD19,-4.404957,15.371885,"CDC bottle bioassay, adults",Pyrethroids,21.5µg,1,Permethrin,2016,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,undefined,20,N/A,Institute National de Recherche Biomédicale (INRB),Wat’senga et al. (2020) Intensity of pyrethroid resistance in Anopheles gambiae before and after a mass distribution of insecticide-treated nets in Kinshasa and in 11 provinces of the Democratic Republic of Congo. Malar J. 2020; 19: 169,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7193383/,World Health Organization
IR000050520,Democratic Republic of the Congo,CD,Kinshasa,Nsele,Kinkole,IRCD20,-4.3368,15.5127,"CDC bottle bioassay, adults",Pyrethroids,215µg,10,Permethrin,2016,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,undefined,18,High intensity,Institute National de Recherche Biomédicale (INRB),Wat’senga et al. (2020) Intensity of pyrethroid resistance in Anopheles gambiae before and after a mass distribution of insecticide-treated nets in Kinshasa and in 11 provinces of the Democratic Republic of Congo. Malar J. 2020; 19: 169,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7193383/,World Health Organization
IR000050521,Democratic Republic of the Congo,CD,Kinshasa,Nsele,Kimpoko,IRCD17,-4.202222,15.551667,"CDC bottle bioassay, adults",Pyrethroids,21.5µg,1,Permethrin,2016,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,undefined,11,N/A,Institute National de Recherche Biomédicale (INRB),Wat’senga et al. (2020) Intensity of pyrethroid resistance in Anopheles gambiae before and after a mass distribution of insecticide-treated nets in Kinshasa and in 11 provinces of the Democratic Republic of Congo. Malar J. 2020; 19: 169,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7193383/,World Health Organization
IR000050522,Democratic Republic of the Congo,CD,Kinshasa,Nsele,Kimpoko,IRCD17,-4.202222,15.551667,"CDC bottle bioassay, adults",Pyrethroids,107.5µg,5,Permethrin,2016,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,undefined,50,Moderate to high intensity,Institute National de Recherche Biomédicale (INRB),Wat’senga et al. (2020) Intensity of pyrethroid resistance in Anopheles gambiae before and after a mass distribution of insecticide-treated nets in Kinshasa and in 11 provinces of the Democratic Republic of Congo. Malar J. 2020; 19: 169,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7193383/,World Health Organization
IR000050523,Democratic Republic of the Congo,CD,Kinshasa,Nsele,Kimpoko,IRCD17,-4.202222,15.551667,"CDC bottle bioassay, adults",Pyrethroids,215µg,10,Permethrin,2016,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,undefined,78,High intensity,Institute National de Recherche Biomédicale (INRB),Wat’senga et al. (2020) Intensity of pyrethroid resistance in Anopheles gambiae before and after a mass distribution of insecticide-treated nets in Kinshasa and in 11 provinces of the Democratic Republic of Congo. Malar J. 2020; 19: 169,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7193383/,World Health Organization
IR000050580,Democratic Republic of the Congo,CD,Kinshasa,Nsele,Kinkole,IRCD20,-4.3368,15.5127,"CDC bottle bioassay, adults",Pyrethroids,215µg,10,Permethrin,2017,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,undefined,30,High intensity,Institute National de Recherche Biomédicale (INRB),Wat’senga et al. (2020) Intensity of pyrethroid resistance in Anopheles gambiae before and after a mass distribution of insecticide-treated nets in Kinshasa and in 11 provinces of the Democratic Republic of Congo. Malar J. 2020; 19: 169,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7193383/,World Health Organization
IR000050592,Democratic Republic of the Congo,CD,Kinshasa,Ndjili,Kingasani,IRCD19,-4.404957,15.371885,"CDC bottle bioassay, adults",Pyrethroids,125µg,10,Deltamethrin,2017,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,undefined,100,Low intensity,Institute National de Recherche Biomédicale (INRB),Wat’senga et al. (2020) Intensity of pyrethroid resistance in Anopheles gambiae before and after a mass distribution of insecticide-treated nets in Kinshasa and in 11 provinces of the Democratic Republic of Congo. Malar J. 2020; 19: 169,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7193383/,World Health Organization
IR000050595,Democratic Republic of the Congo,CD,Kinshasa,Nsele,Kinkole,IRCD20,-4.3368,15.5127,"CDC bottle bioassay, adults",Pyrethroids,125µg,10,Deltamethrin,2017,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,undefined,100,Low intensity,Institute National de Recherche Biomédicale (INRB),Wat’senga et al. (2020) Intensity of pyrethroid resistance in Anopheles gambiae before and after a mass distribution of insecticide-treated nets in Kinshasa and in 11 provinces of the Democratic Republic of Congo. Malar J. 2020; 19: 169,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7193383/,World Health Organization
IR000050607,Democratic Republic of the Congo,CD,Kinshasa,Ndjili,Kingasani,IRCD19,-4.404957,15.371885,"CDC bottle bioassay, adults",Pyrethroids,215µg,10,Permethrin,2017,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,undefined,50,High intensity,Institute National de Recherche Biomédicale (INRB),Wat’senga et al. (2020) Intensity of pyrethroid resistance in Anopheles gambiae before and after a mass distribution of insecticide-treated nets in Kinshasa and in 11 provinces of the Democratic Republic of Congo. Malar J. 2020; 19: 169,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7193383/,World Health Organization
IR000051198,Mali,ML,Mopti,Bankass,Bankass,IRML6,14.078493,-3.518264,"CDC bottle bioassay, adults",Pyrethroids,12.5µg,1,Deltamethrin,2017,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,undefined,22,N/A,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051207,Mali,ML,Segou,Baroueli,Baroueli,IRML7,13.0683,-6.8279,"CDC bottle bioassay, adults",Pyrethroids,12.5µg,1,Deltamethrin,2016,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,undefined,39,N/A,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051209,Mali,ML,Segou,Baroueli,Baroueli,IRML7,13.0683,-6.8279,"CDC bottle bioassay, adults",Pyrethroids,125µg,10,Deltamethrin,2016,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,undefined,89,High intensity,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000050700,Democratic Republic of the Congo,CD,Haut Katanga,Kambove,Kapolowe,IRCD9,-10.934159,26.953514,WHO tube test,Pyrethroids,7.50%,10,Permethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,undefined,100,Low intensity,Institute National de Recherche Biomédicale (INRB),Wat’senga et al. (2020) Intensity of pyrethroid resistance in Anopheles gambiae before and after a mass distribution of insecticide-treated nets in Kinshasa and in 11 provinces of the Democratic Republic of Congo. Malar J. 2020; 19: 169,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7193383/,World Health Organization
IR000050721,Democratic Republic of the Congo,CD,Tanganyika,Kalemie,Kalemie,IRCD8,-5.9475,29.1947,WHO tube test,Pyrethroids,0.50%,5,Deltamethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,undefined,52,High intensity,Institute National de Recherche Biomédicale (INRB),Wat’senga et al. (2020) Intensity of pyrethroid resistance in Anopheles gambiae before and after a mass distribution of insecticide-treated nets in Kinshasa and in 11 provinces of the Democratic Republic of Congo. Malar J. 2020; 19: 169,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7193383/,World Health Organization
IR000050730,Democratic Republic of the Congo,CD,Ituri,Mambasa,Pawa,IRCD27,0.632119,28.46606,WHO tube test,Pyrethroids,0.50%,5,Deltamethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,undefined,80,High intensity,Institute National de Recherche Biomédicale (INRB),Wat’senga et al. (2020) Intensity of pyrethroid resistance in Anopheles gambiae before and after a mass distribution of insecticide-treated nets in Kinshasa and in 11 provinces of the Democratic Republic of Congo. Malar J. 2020; 19: 169,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7193383/,World Health Organization
IR000050531,Democratic Republic of the Congo,CD,Kinshasa,Ndjili,Kingasani,IRCD19,-4.404957,15.371885,"CDC bottle bioassay, adults",Pyrethroids,62.5µg,5,Deltamethrin,2016,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,undefined,99,Low intensity,Institute National de Recherche Biomédicale (INRB),Wat’senga et al. (2020) Intensity of pyrethroid resistance in Anopheles gambiae before and after a mass distribution of insecticide-treated nets in Kinshasa and in 11 provinces of the Democratic Republic of Congo. Malar J. 2020; 19: 169,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7193383/,World Health Organization
IR000050536,Democratic Republic of the Congo,CD,Kinshasa,Nsele,Kimpoko,IRCD17,-4.202222,15.551667,"CDC bottle bioassay, adults",Pyrethroids,12.5µg,1,Deltamethrin,2016,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,undefined,22,N/A,Institute National de Recherche Biomédicale (INRB),Wat’senga et al. (2020) Intensity of pyrethroid resistance in Anopheles gambiae before and after a mass distribution of insecticide-treated nets in Kinshasa and in 11 provinces of the Democratic Republic of Congo. Malar J. 2020; 19: 169,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7193383/,World Health Organization
IR000050538,Democratic Republic of the Congo,CD,Kinshasa,Nsele,Kimpoko,IRCD17,-4.202222,15.551667,"CDC bottle bioassay, adults",Pyrethroids,125µg,10,Deltamethrin,2016,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,undefined,100,Low intensity,Institute National de Recherche Biomédicale (INRB),Wat’senga et al. (2020) Intensity of pyrethroid resistance in Anopheles gambiae before and after a mass distribution of insecticide-treated nets in Kinshasa and in 11 provinces of the Democratic Republic of Congo. Malar J. 2020; 19: 169,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7193383/,World Health Organization
IR000050540,Democratic Republic of the Congo,CD,Kinshasa,Mont-Ngafula I,Bu,IRCD3,-4.4419,15.2663,"CDC bottle bioassay, adults",Pyrethroids,62.5µg,5,Deltamethrin,2016,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,undefined,98,Low intensity,Institute National de Recherche Biomédicale (INRB),Wat’senga et al. (2020) Intensity of pyrethroid resistance in Anopheles gambiae before and after a mass distribution of insecticide-treated nets in Kinshasa and in 11 provinces of the Democratic Republic of Congo. Malar J. 2020; 19: 169,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7193383/,World Health Organization
IR000050541,Democratic Republic of the Congo,CD,Kinshasa,Mont-Ngafula I,Bu,IRCD3,-4.4419,15.2663,"CDC bottle bioassay, adults",Pyrethroids,125µg,10,Deltamethrin,2016,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,undefined,100,Low intensity,Institute National de Recherche Biomédicale (INRB),Wat’senga et al. (2020) Intensity of pyrethroid resistance in Anopheles gambiae before and after a mass distribution of insecticide-treated nets in Kinshasa and in 11 provinces of the Democratic Republic of Congo. Malar J. 2020; 19: 169,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7193383/,World Health Organization
IR000050524,Democratic Republic of the Congo,CD,Kinshasa,Mont-Ngafula I,Bu,IRCD3,-4.4419,15.2663,"CDC bottle bioassay, adults",Pyrethroids,21.5µg,1,Permethrin,2016,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,undefined,4,N/A,Institute National de Recherche Biomédicale (INRB),Wat’senga et al. (2020) Intensity of pyrethroid resistance in Anopheles gambiae before and after a mass distribution of insecticide-treated nets in Kinshasa and in 11 provinces of the Democratic Republic of Congo. Malar J. 2020; 19: 169,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7193383/,World Health Organization
